               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  43,            0.033883,           0.0060315,                   0,             0.92129,             0.93109,             0.94313,             0.48219,             0.03168,           0.0060439,                   0,           0.0095717,           0.0095717,           0.0095717
                  44,            0.033824,           0.0057529,                   0,             0.92045,             0.92045,             0.94229,             0.48515,                0.03,           0.0062199,                   0,           0.0095514,           0.0095514,           0.0095514
                  45,            0.033942,           0.0059693,                   0,              0.9164,             0.91667,             0.93863,             0.45953,            0.030391,           0.0063035,                   0,           0.0095307,           0.0095307,           0.0095307
                  46,            0.034528,           0.0058558,                   0,             0.93435,             0.86742,             0.89601,              0.4451,            0.030537,            0.006424,                   0,           0.0095095,           0.0095095,           0.0095095
                  47,            0.033317,           0.0058742,                   0,             0.92369,             0.87117,             0.89875,             0.45919,            0.030756,           0.0063995,                   0,           0.0094879,           0.0094879,           0.0094879
                  48,            0.034224,           0.0057133,                   0,             0.92371,             0.78409,             0.83901,             0.40984,             0.03303,           0.0066924,                   0,           0.0094659,           0.0094659,           0.0094659
                  49,            0.034456,           0.0059166,                   0,             0.93257,             0.94318,             0.95148,             0.48236,            0.032914,           0.0061542,                   0,           0.0094434,           0.0094434,           0.0094434
                  50,            0.033968,           0.0054915,                   0,              0.9531,             0.92364,              0.9507,             0.47399,            0.033092,           0.0059649,                   0,           0.0094205,           0.0094205,           0.0094205
                  51,            0.034061,           0.0058355,                   0,             0.92193,              0.9393,             0.96195,             0.48508,            0.030072,           0.0060228,                   0,           0.0093971,           0.0093971,           0.0093971
                  52,            0.032769,           0.0055577,                   0,             0.97138,             0.91667,             0.96225,             0.49218,            0.032719,           0.0060333,                   0,           0.0093733,           0.0093733,           0.0093733
                  53,            0.032844,           0.0057098,                   0,              0.9343,             0.91667,             0.92749,             0.46685,            0.030638,           0.0062483,                   0,           0.0093491,           0.0093491,           0.0093491
                  54,            0.033736,           0.0058659,                   0,             0.93357,             0.95826,             0.96032,             0.47475,            0.032399,           0.0058779,                   0,           0.0093245,           0.0093245,           0.0093245
                  55,            0.033247,           0.0057707,                   0,             0.94012,             0.95833,             0.96222,             0.48951,             0.03035,           0.0061396,                   0,           0.0092995,           0.0092995,           0.0092995
                  56,            0.032317,           0.0056594,                   0,             0.93575,             0.93939,             0.94444,             0.47341,            0.031554,           0.0061502,                   0,            0.009274,            0.009274,            0.009274
                  57,            0.033267,           0.0056403,                   0,             0.94959,             0.92754,             0.95785,              0.4855,             0.03306,           0.0059785,                   0,           0.0092481,           0.0092481,           0.0092481
                  58,            0.032685,           0.0057436,                   0,             0.91034,             0.88636,             0.92125,             0.43497,              0.0336,           0.0062431,                   0,           0.0092219,           0.0092219,           0.0092219
                  59,             0.03254,            0.005656,                   0,             0.91587,             0.95076,              0.9444,             0.48992,            0.030405,           0.0059296,                   0,           0.0091952,           0.0091952,           0.0091952
                  60,            0.032307,           0.0057043,                   0,              0.9343,             0.96963,              0.9759,             0.50885,             0.03182,           0.0057774,                   0,           0.0091681,           0.0091681,           0.0091681
                  61,            0.032262,           0.0054638,                   0,             0.91111,             0.89394,             0.92641,             0.46866,            0.028875,           0.0058639,                   0,           0.0091406,           0.0091406,           0.0091406
                  62,            0.032791,           0.0055204,                   0,             0.94776,             0.96208,             0.97244,             0.47828,            0.029778,           0.0059788,                   0,           0.0091127,           0.0091127,           0.0091127
                  63,            0.032154,           0.0058554,                   0,             0.95489,             0.96212,             0.97194,             0.49856,            0.029214,           0.0057404,                   0,           0.0090844,           0.0090844,           0.0090844
                  64,             0.03155,           0.0055345,                   0,             0.96212,             0.96209,               0.975,             0.51064,            0.028871,           0.0056977,                   0,           0.0090557,           0.0090557,           0.0090557
                  65,            0.032583,           0.0055924,                   0,             0.94984,             0.93939,             0.96053,             0.50078,            0.029405,           0.0058646,                   0,           0.0090266,           0.0090266,           0.0090266
                  66,            0.031812,           0.0054892,                   0,             0.96226,             0.96585,             0.97724,             0.50041,            0.029555,           0.0056984,                   0,           0.0089972,           0.0089972,           0.0089972
                  67,            0.031843,           0.0056005,                   0,             0.95386,             0.94697,             0.96382,             0.48769,             0.03027,           0.0060826,                   0,           0.0089673,           0.0089673,           0.0089673
                  68,            0.032161,           0.0056281,                   0,             0.95203,             0.97723,             0.98385,             0.50929,            0.029178,            0.005661,                   0,           0.0089371,           0.0089371,           0.0089371
                  69,            0.030539,           0.0052785,                   0,              0.9368,             0.95449,             0.96204,             0.50438,            0.028852,           0.0057192,                   0,           0.0089065,           0.0089065,           0.0089065
                  70,            0.032009,            0.005491,                   0,              0.9533,             0.92787,             0.96229,             0.50382,            0.029698,           0.0057836,                   0,           0.0088755,           0.0088755,           0.0088755
                  71,            0.031233,           0.0057954,                   0,             0.92135,             0.93181,             0.93997,             0.48365,            0.029677,           0.0057038,                   0,           0.0088442,           0.0088442,           0.0088442
                  72,            0.031838,           0.0055037,                   0,             0.94795,             0.96581,             0.98072,             0.51392,            0.029029,           0.0057108,                   0,           0.0088124,           0.0088124,           0.0088124
                  73,            0.031942,           0.0054647,                   0,             0.92208,             0.89773,             0.91117,              0.4555,            0.032231,           0.0058031,                   0,           0.0087804,           0.0087804,           0.0087804
                  74,            0.031035,           0.0054464,                   0,             0.95105,             0.95833,             0.97054,             0.51706,            0.028897,            0.005778,                   0,           0.0087479,           0.0087479,           0.0087479
                  75,            0.031611,           0.0057828,                   0,             0.94674,             0.94318,             0.96616,             0.51574,            0.028165,           0.0058816,                   0,           0.0087151,           0.0087151,           0.0087151
                  76,            0.030985,           0.0055267,                   0,             0.94231,             0.92799,             0.94505,             0.49528,             0.03149,            0.005759,                   0,            0.008682,            0.008682,            0.008682
                  77,            0.031897,           0.0054026,                   0,             0.96138,             0.94697,             0.97206,             0.52162,            0.028662,           0.0057057,                   0,           0.0086485,           0.0086485,           0.0086485
                  78,            0.030184,           0.0055429,                   0,             0.94695,             0.94664,             0.95669,             0.49891,            0.029198,           0.0057349,                   0,           0.0086146,           0.0086146,           0.0086146
                  79,            0.030627,           0.0055816,                   0,             0.94069,             0.96212,             0.95696,             0.50368,            0.029094,           0.0056489,                   0,           0.0085805,           0.0085805,           0.0085805
                  80,            0.030651,           0.0054804,                   0,             0.91664,             0.95833,             0.95074,              0.4946,            0.029676,           0.0055697,                   0,           0.0085459,           0.0085459,           0.0085459
                  81,            0.030256,           0.0054697,                   0,             0.93749,             0.96591,              0.9692,              0.5172,            0.028269,           0.0055524,                   0,           0.0085111,           0.0085111,           0.0085111
                  82,            0.030714,           0.0053461,                   0,             0.95849,             0.96212,             0.97125,             0.50959,            0.030317,           0.0055938,                   0,           0.0084759,           0.0084759,           0.0084759
                  83,            0.030573,           0.0055196,                   0,             0.94737,              0.9545,             0.96481,              0.4926,            0.030008,           0.0056046,                   0,           0.0084404,           0.0084404,           0.0084404
                  84,            0.030772,           0.0054713,                   0,              0.9624,             0.96956,             0.97779,             0.51704,            0.028507,           0.0055592,                   0,           0.0084046,           0.0084046,           0.0084046
                  85,            0.030627,           0.0054481,                   0,             0.93771,              0.9697,             0.97681,              0.5115,            0.029728,            0.005601,                   0,           0.0083684,           0.0083684,           0.0083684
                  86,            0.030162,           0.0053539,                   0,             0.95572,             0.98106,             0.98259,             0.53803,            0.027625,            0.005478,                   0,           0.0083319,           0.0083319,           0.0083319
                  87,            0.030849,           0.0053779,                   0,             0.95407,             0.95833,             0.98063,             0.51492,            0.028974,           0.0055091,                   0,           0.0082952,           0.0082952,           0.0082952
                  88,            0.030554,           0.0052167,                   0,             0.95483,             0.96212,             0.97399,             0.52726,            0.027025,           0.0054857,                   0,           0.0082581,           0.0082581,           0.0082581
                  89,            0.030776,            0.005222,                   0,             0.96911,             0.95056,             0.97094,             0.52142,            0.029525,           0.0054939,                   0,           0.0082207,           0.0082207,           0.0082207
                  90,            0.029729,           0.0054418,                   0,             0.93536,              0.9318,             0.95561,             0.50786,            0.029854,           0.0056578,                   0,            0.008183,            0.008183,            0.008183
                  91,            0.029385,           0.0051304,                   0,             0.95129,             0.96166,             0.96898,             0.52451,            0.027846,           0.0054877,                   0,            0.008145,            0.008145,            0.008145
                  92,            0.029971,           0.0053329,                   0,              0.9758,             0.91639,             0.95209,             0.50483,            0.028698,            0.005559,                   0,           0.0081068,           0.0081068,           0.0081068
                  93,            0.029474,           0.0053164,                   0,             0.94788,             0.97348,             0.97622,             0.51964,            0.028141,           0.0055533,                   0,           0.0080682,           0.0080682,           0.0080682
                  94,            0.029728,           0.0052274,                   0,             0.95113,             0.95828,             0.97723,             0.51254,            0.029657,           0.0056606,                   0,           0.0080294,           0.0080294,           0.0080294
                  95,            0.030111,           0.0053829,                   0,             0.93676,             0.95455,             0.96339,             0.51639,            0.029105,           0.0055216,                   0,           0.0079903,           0.0079903,           0.0079903
                  96,            0.029605,           0.0052615,                   0,             0.97196,             0.92803,             0.96769,             0.51487,            0.029153,           0.0054407,                   0,           0.0079509,           0.0079509,           0.0079509
                  97,            0.029819,           0.0053925,                   0,             0.94156,             0.97727,             0.97867,              0.5234,            0.027592,           0.0054603,                   0,           0.0079112,           0.0079112,           0.0079112
                  98,            0.029395,           0.0054229,                   0,             0.94423,             0.96194,             0.96874,             0.49883,            0.028082,           0.0055142,                   0,           0.0078713,           0.0078713,           0.0078713
                  99,            0.029033,           0.0052447,                   0,             0.93796,             0.97347,             0.97904,             0.51977,            0.028619,           0.0054586,                   0,           0.0078311,           0.0078311,           0.0078311
                 100,            0.030121,           0.0052632,                   0,             0.94872,             0.98105,             0.98302,              0.5364,            0.027514,           0.0054489,                   0,           0.0077907,           0.0077907,           0.0077907
                 101,            0.029861,           0.0050763,                   0,              0.9349,             0.92803,             0.95149,             0.49558,            0.029648,           0.0054622,                   0,             0.00775,             0.00775,             0.00775
                 102,            0.029342,           0.0052915,                   0,             0.97598,             0.94318,             0.97226,             0.52135,            0.029039,           0.0054411,                   0,           0.0077091,           0.0077091,           0.0077091
                 103,            0.028963,           0.0051436,                   0,             0.92646,             0.95444,             0.95689,             0.51726,            0.028376,           0.0056053,                   0,           0.0076679,           0.0076679,           0.0076679
                 104,             0.02978,           0.0050943,                   0,             0.94871,             0.98106,             0.98276,             0.51273,            0.029764,           0.0054556,                   0,           0.0076265,           0.0076265,           0.0076265
                 105,            0.029063,            0.005296,                   0,             0.96969,             0.96934,             0.98347,             0.51763,            0.027415,           0.0054134,                   0,           0.0075848,           0.0075848,           0.0075848
                 106,            0.028416,           0.0051126,                   0,             0.93795,             0.97346,               0.978,             0.51863,            0.027989,            0.005375,                   0,            0.007543,            0.007543,            0.007543
                 107,            0.029014,           0.0051595,                   0,             0.94485,             0.97342,             0.97293,             0.53138,             0.02889,           0.0054184,                   0,           0.0075009,           0.0075009,           0.0075009
                 108,             0.02938,           0.0052978,                   0,             0.95486,             0.96212,             0.96607,             0.52914,             0.02709,           0.0054015,                   0,           0.0074585,           0.0074585,           0.0074585
                 109,            0.028211,           0.0052012,                   0,             0.95838,             0.96212,             0.98285,             0.52306,            0.028047,           0.0054009,                   0,            0.007416,            0.007416,            0.007416
                 110,            0.028584,           0.0051224,                   0,             0.94833,             0.97334,             0.97354,             0.52942,            0.028201,           0.0053671,                   0,           0.0073733,           0.0073733,           0.0073733
                 111,            0.029228,           0.0052521,                   0,             0.97727,             0.97723,             0.99239,             0.52445,            0.028106,            0.005355,                   0,           0.0073303,           0.0073303,           0.0073303
                 112,            0.029396,           0.0051705,                   0,             0.95505,             0.96579,              0.9779,             0.51532,            0.027979,           0.0053432,                   0,           0.0072872,           0.0072872,           0.0072872
                 113,            0.029229,           0.0051502,                   0,             0.96604,             0.96967,              0.9822,             0.50815,            0.028734,           0.0053518,                   0,           0.0072438,           0.0072438,           0.0072438
                 114,            0.028943,           0.0052611,                   0,              0.9375,             0.96591,             0.97085,             0.52228,            0.027555,           0.0053548,                   0,           0.0072003,           0.0072003,           0.0072003
                 115,            0.028489,            0.005186,                   0,             0.96949,             0.97348,             0.98117,             0.53365,            0.026807,           0.0052845,                   0,           0.0071566,           0.0071566,           0.0071566
                 116,            0.028965,           0.0050536,                   0,             0.96564,             0.95804,             0.98095,             0.53156,            0.027481,           0.0053288,                   0,           0.0071127,           0.0071127,           0.0071127
                 117,            0.029434,           0.0052043,                   0,             0.95505,              0.9697,             0.98102,             0.52621,            0.028356,           0.0052905,                   0,           0.0070686,           0.0070686,           0.0070686
                 118,            0.029213,             0.00503,                   0,             0.94815,             0.96969,               0.974,              0.5257,            0.028808,           0.0053337,                   0,           0.0070243,           0.0070243,           0.0070243
                 119,            0.029229,            0.005136,                   0,             0.92336,             0.95831,             0.95001,             0.50218,            0.029719,           0.0055679,                   0,           0.0069799,           0.0069799,           0.0069799
                 120,            0.029341,           0.0051238,                   0,             0.95076,             0.95072,             0.96132,             0.52712,             0.02753,           0.0055236,                   0,           0.0069353,           0.0069353,           0.0069353
                 121,              0.0291,            0.005228,                   0,             0.94869,             0.98106,             0.97993,             0.52783,            0.028171,           0.0053702,                   0,           0.0068906,           0.0068906,           0.0068906
                 122,            0.028651,           0.0050919,                   0,             0.94756,             0.95824,             0.96823,             0.53869,             0.02729,             0.00539,                   0,           0.0068457,           0.0068457,           0.0068457
                 123,            0.028458,           0.0050727,                   0,             0.93087,              0.9697,             0.96787,              0.5314,            0.027611,           0.0053419,                   0,           0.0068006,           0.0068006,           0.0068006
                 124,            0.028974,           0.0051304,                   0,             0.94514,             0.98106,             0.97881,             0.51815,            0.028121,           0.0053913,                   0,           0.0067555,           0.0067555,           0.0067555
                 125,             0.02816,           0.0051602,                   0,             0.94756,              0.9583,             0.96719,             0.51904,            0.027369,           0.0053068,                   0,           0.0067101,           0.0067101,           0.0067101
                 126,            0.028163,            0.004991,                   0,              0.9624,             0.96953,             0.97117,             0.52483,            0.027408,           0.0052859,                   0,           0.0066647,           0.0066647,           0.0066647
                 127,            0.026785,           0.0047763,                   0,             0.95855,             0.96591,              0.9692,             0.52868,            0.028476,           0.0052551,                   0,           0.0066191,           0.0066191,           0.0066191
                 128,            0.028117,            0.005157,                   0,             0.96264,             0.97727,             0.98382,             0.53069,            0.027356,            0.005332,                   0,           0.0065734,           0.0065734,           0.0065734
                 129,            0.028267,           0.0052285,                   0,             0.96946,              0.9697,             0.98461,             0.53611,            0.027656,           0.0052816,                   0,           0.0065276,           0.0065276,           0.0065276
                 130,            0.027925,           0.0050864,                   0,             0.94851,             0.97727,             0.97802,              0.5352,            0.027615,           0.0052344,                   0,           0.0064816,           0.0064816,           0.0064816
                 131,            0.027491,           0.0050172,                   0,              0.9624,             0.96941,             0.97792,             0.53178,            0.028675,            0.005224,                   0,           0.0064356,           0.0064356,           0.0064356
                 132,            0.028433,           0.0048328,                   0,             0.95493,             0.96591,             0.96814,             0.52387,            0.027266,           0.0052537,                   0,           0.0063895,           0.0063895,           0.0063895
                 133,            0.028762,           0.0050393,                   0,             0.96282,             0.98103,             0.98988,             0.54114,            0.027653,           0.0053011,                   0,           0.0063432,           0.0063432,           0.0063432
                 134,            0.027038,           0.0050315,                   0,             0.93609,             0.94315,             0.95216,              0.5302,            0.026538,            0.005301,                   0,           0.0062969,           0.0062969,           0.0062969
                 135,            0.027801,            0.005064,                   0,             0.95163,              0.9697,             0.98039,             0.54295,            0.026759,           0.0053278,                   0,           0.0062505,           0.0062505,           0.0062505
                 136,            0.027676,           0.0049995,                   0,             0.95695,             0.92803,               0.967,             0.52341,            0.026472,           0.0054023,                   0,            0.006204,            0.006204,            0.006204
                 137,            0.028507,            0.005182,                   0,             0.95203,             0.97726,             0.98068,              0.5172,            0.027498,           0.0054211,                   0,           0.0061574,           0.0061574,           0.0061574
                 138,            0.027931,           0.0048744,                   0,             0.96619,             0.97727,             0.98456,             0.52156,            0.027657,           0.0053389,                   0,           0.0061107,           0.0061107,           0.0061107
                 139,            0.027515,           0.0049693,                   0,             0.96236,              0.9697,             0.98121,             0.52186,            0.027321,           0.0053262,                   0,            0.006064,            0.006064,            0.006064
                 140,             0.02824,           0.0049525,                   0,             0.97324,             0.97348,             0.98446,             0.53487,            0.027326,           0.0053243,                   0,           0.0060172,           0.0060172,           0.0060172
                 141,            0.028224,           0.0051333,                   0,             0.96979,             0.97348,             0.98676,             0.52959,            0.027321,           0.0053002,                   0,           0.0059704,           0.0059704,           0.0059704
                 142,            0.027332,            0.005049,                   0,             0.96296,             0.98484,             0.98907,             0.54229,            0.027406,           0.0053305,                   0,           0.0059235,           0.0059235,           0.0059235
                 143,            0.027723,            0.004962,                   0,             0.97719,             0.97347,             0.98865,              0.5362,             0.02707,           0.0052913,                   0,           0.0058766,           0.0058766,           0.0058766
                 144,            0.026524,           0.0048063,                   0,             0.96969,              0.9696,             0.98179,             0.52171,            0.026709,           0.0052867,                   0,           0.0058296,           0.0058296,           0.0058296
                 145,            0.027507,           0.0050757,                   0,             0.96981,             0.97348,             0.98247,              0.5295,            0.026675,           0.0053642,                   0,           0.0057826,           0.0057826,           0.0057826
                 146,            0.027998,            0.005139,                   0,             0.97692,             0.97348,              0.9905,             0.54126,            0.027053,            0.005234,                   0,           0.0057355,           0.0057355,           0.0057355
                 147,            0.027419,           0.0050136,                   0,             0.96939,             0.96212,             0.97963,             0.53046,            0.027848,           0.0052448,                   0,           0.0056884,           0.0056884,           0.0056884
                 148,            0.027422,           0.0048573,                   0,             0.97318,             0.96203,             0.97899,             0.52718,            0.025515,           0.0052519,                   0,           0.0056413,           0.0056413,           0.0056413
                 149,            0.027656,           0.0049285,                   0,              0.9697,             0.96967,             0.98354,             0.54509,            0.026848,           0.0051788,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.026197,           0.0048936,                   0,             0.97718,             0.97319,             0.98455,             0.53556,             0.02568,           0.0051619,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.027291,           0.0049744,                   0,             0.95522,             0.96954,             0.97074,             0.52958,            0.028081,            0.005198,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.027345,            0.004781,                   0,             0.96639,             0.98106,             0.98493,             0.53241,            0.027008,           0.0052252,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,            0.027599,           0.0048161,                   0,             0.96952,             0.96591,             0.98015,             0.53732,             0.02693,           0.0052505,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.027818,           0.0047858,                   0,             0.97004,             0.98103,             0.98396,             0.53342,            0.026756,           0.0052361,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.026823,           0.0048452,                   0,             0.95539,             0.97343,             0.97413,             0.53601,            0.026458,           0.0051749,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.026568,           0.0048328,                   0,             0.97348,             0.97348,             0.98408,             0.55364,            0.025765,           0.0051675,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.026449,           0.0046214,                   0,             0.96667,              0.9886,             0.99087,             0.52872,            0.026373,           0.0052195,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.026193,           0.0047575,                   0,             0.97015,             0.98481,             0.98473,             0.53725,            0.026576,           0.0052175,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.026239,            0.004852,                   0,             0.96251,             0.97348,              0.9794,             0.53922,             0.02649,            0.005172,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.026614,           0.0049075,                   0,             0.95911,             0.97725,             0.98353,             0.53465,            0.026618,           0.0052379,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.027373,           0.0048118,                   0,              0.9628,             0.98106,             0.98522,             0.55593,            0.026216,           0.0051464,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.026076,           0.0047296,                   0,             0.95924,             0.98106,             0.98499,             0.54239,            0.026295,           0.0051679,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.026515,           0.0046751,                   0,             0.96642,             0.98106,             0.98559,             0.54801,            0.025892,            0.005159,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.026837,           0.0047861,                   0,             0.96265,             0.98106,             0.98249,             0.54582,            0.025911,             0.00523,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.027232,           0.0047793,                   0,             0.96253,             0.97348,             0.98264,             0.53525,             0.02643,           0.0051956,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,              0.0265,           0.0048376,                   0,             0.95911,             0.97727,             0.97887,             0.54962,            0.026036,           0.0051601,                   0,            0.004796,            0.004796,            0.004796
