               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.025894,           0.0047492,                   0,             0.95538,             0.97348,             0.98389,             0.53331,            0.027107,           0.0052402,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.026505,           0.0047246,                   0,             0.96981,             0.97338,             0.98462,             0.53481,            0.026861,           0.0052638,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.025171,           0.0048548,                   0,             0.94775,             0.96212,             0.96686,             0.53661,            0.026834,           0.0052879,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.026249,           0.0047025,                   0,             0.94792,             0.96591,             0.96985,             0.53452,            0.026266,           0.0052441,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.025671,           0.0046181,                   0,             0.96267,             0.97727,             0.98358,             0.54358,            0.025812,           0.0052106,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.026394,           0.0048359,                   0,             0.94695,             0.94697,             0.96246,             0.53212,            0.026536,           0.0052859,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.026085,           0.0046673,                   0,             0.96198,             0.95828,              0.9722,             0.53586,             0.02632,            0.005219,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.026455,           0.0046352,                   0,             0.96956,             0.96591,             0.98009,             0.53069,            0.026266,            0.005222,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.025699,           0.0049126,                   0,             0.97719,             0.97343,              0.9842,             0.54273,            0.025775,           0.0051833,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.024673,           0.0047014,                   0,              0.9771,             0.96969,             0.98334,             0.54124,            0.026735,            0.005119,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.025569,           0.0046844,                   0,             0.96576,             0.96212,             0.97582,             0.53892,            0.026646,           0.0051606,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.025397,           0.0046154,                   0,             0.96255,             0.97347,              0.9814,             0.54452,            0.026668,           0.0052316,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.025303,           0.0047597,                   0,             0.95489,             0.96211,             0.96588,             0.54925,            0.026052,           0.0051533,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.025783,           0.0050096,                   0,             0.95891,             0.97348,              0.9808,             0.54898,            0.025428,           0.0051427,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.025823,           0.0048504,                   0,             0.96226,              0.9659,             0.97541,             0.53468,            0.027285,            0.005216,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.025265,            0.004694,                   0,             0.96268,             0.97714,             0.98235,             0.54141,            0.026246,           0.0051766,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.025214,           0.0046072,                   0,              0.9555,             0.97727,             0.98268,             0.55191,            0.025689,           0.0050725,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.026054,           0.0046212,                   0,             0.95185,             0.97348,             0.97542,             0.54727,             0.02599,            0.005082,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.025978,           0.0048194,                   0,             0.96225,             0.96562,             0.98242,             0.53523,            0.027469,           0.0051443,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.025315,              0.0049,                   0,             0.96269,             0.97727,             0.98182,             0.53746,            0.027051,           0.0050881,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.024955,           0.0047228,                   0,             0.95522,             0.96967,             0.97376,             0.55126,            0.026309,           0.0051043,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.025507,           0.0045104,                   0,             0.96282,             0.98106,             0.98464,             0.54181,             0.02601,           0.0050938,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.025215,           0.0048037,                   0,             0.94815,             0.96969,              0.9717,             0.53875,            0.026338,           0.0051508,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.025097,           0.0046605,                   0,             0.95876,              0.9697,             0.97228,             0.53994,            0.026059,           0.0051653,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.025354,           0.0047156,                   0,             0.96629,             0.97722,             0.98031,             0.53914,            0.026382,           0.0051527,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.024205,           0.0045938,                   0,             0.95506,             0.96589,             0.97015,             0.54785,            0.026026,           0.0051648,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.025074,           0.0048371,                   0,             0.96641,             0.98106,             0.98413,             0.54449,            0.025587,           0.0051133,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.025117,           0.0045196,                   0,             0.96642,             0.98103,             0.98475,             0.55477,            0.025912,            0.005188,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.024755,           0.0045944,                   0,             0.96276,             0.98106,             0.98447,             0.55792,            0.025465,           0.0051851,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.024597,           0.0046341,                   0,             0.96642,             0.98106,             0.98477,             0.54337,            0.025682,           0.0051741,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.025864,           0.0050439,                   0,             0.96642,             0.98104,             0.98481,             0.53499,            0.025515,           0.0051733,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.023839,           0.0044876,                   0,             0.96642,             0.98105,             0.98431,             0.54651,            0.025705,           0.0051016,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.024401,           0.0045376,                   0,             0.96642,             0.98105,             0.98392,             0.54725,            0.025929,           0.0051212,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.025037,           0.0046521,                   0,             0.95166,              0.9697,             0.97309,             0.55084,            0.026438,           0.0051548,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.024102,           0.0046256,                   0,             0.96991,             0.97727,             0.98515,             0.54445,            0.025983,           0.0051356,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.024573,            0.004526,                   0,             0.95895,             0.97345,             0.97619,             0.53416,            0.026751,           0.0051392,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.025073,            0.004599,                   0,             0.97718,             0.97312,               0.985,             0.55451,            0.026724,           0.0050735,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.024535,           0.0044832,                   0,             0.96641,             0.98106,             0.98415,             0.55368,            0.025329,           0.0051154,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.023876,            0.004648,                   0,             0.95859,             0.96591,             0.97256,             0.54091,             0.02578,           0.0051541,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.024808,           0.0044929,                   0,             0.96992,             0.97726,             0.98475,             0.55618,            0.024961,           0.0050624,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.024526,           0.0044636,                   0,             0.96642,             0.98106,             0.98446,             0.55545,            0.025568,           0.0051436,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.024557,           0.0045735,                   0,             0.96269,             0.97726,             0.98258,             0.55764,            0.025245,           0.0051224,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.024001,           0.0046541,                   0,             0.96269,             0.97727,             0.98252,              0.5559,            0.024699,            0.005053,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,             0.02462,           0.0047167,                   0,             0.96642,             0.98106,             0.98485,              0.5561,            0.025721,           0.0050325,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.023942,           0.0045235,                   0,             0.97004,             0.98104,             0.98506,             0.55154,            0.025739,           0.0050429,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.024306,           0.0045868,                   0,              0.9697,             0.96969,             0.98108,             0.54723,            0.026088,           0.0051383,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.023919,           0.0044952,                   0,              0.9628,             0.98106,             0.98505,             0.54967,            0.026141,           0.0051195,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.024946,           0.0046165,                   0,             0.96268,             0.97727,             0.98202,             0.54355,            0.025849,            0.005119,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.024424,           0.0046685,                   0,             0.96641,             0.98106,             0.98471,             0.54726,            0.026224,           0.0051249,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.023841,            0.004558,                   0,             0.97003,             0.98106,              0.9846,             0.54931,            0.026031,           0.0051283,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.023505,           0.0044876,                   0,             0.97003,             0.98106,             0.98507,             0.54792,            0.026176,            0.005145,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.024142,            0.004652,                   0,             0.96979,             0.98106,             0.98507,             0.55099,            0.025804,           0.0051011,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.024168,            0.004526,                   0,             0.96641,             0.98096,             0.98506,             0.54645,            0.025853,            0.005119,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,             0.02355,           0.0046022,                   0,             0.96988,             0.97727,             0.98514,             0.54662,            0.026099,           0.0051205,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.024333,           0.0045158,                   0,             0.96629,             0.97723,             0.98067,             0.55126,            0.025777,           0.0051255,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.024284,           0.0046208,                   0,             0.97015,             0.98485,             0.98579,             0.55952,            0.025773,           0.0050892,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,              0.0238,           0.0045585,                   0,             0.96255,             0.97346,             0.97512,             0.54505,            0.026238,           0.0051236,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.024469,           0.0045599,                   0,             0.95889,             0.97348,             0.97614,              0.5467,            0.025992,            0.005154,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.024142,           0.0043428,                   0,             0.95895,             0.97348,             0.97599,             0.53993,            0.026229,           0.0051446,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.024213,           0.0045691,                   0,             0.96269,             0.97725,             0.98247,             0.54811,            0.025872,           0.0051182,                   0,            0.002318,            0.002318,            0.002318
                 227,            0.023602,           0.0044056,                   0,             0.96641,             0.98106,             0.98453,              0.5465,            0.025957,           0.0051022,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.023176,            0.004396,                   0,             0.97015,             0.98483,             0.98599,             0.55176,            0.025241,           0.0050472,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.023375,           0.0046451,                   0,             0.97004,             0.98106,             0.98535,             0.54879,             0.02506,           0.0050684,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.024152,           0.0045501,                   0,             0.97003,             0.98106,             0.98509,             0.55139,            0.025939,           0.0050936,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.023702,           0.0046414,                   0,             0.96641,             0.98106,             0.98504,             0.55627,            0.025797,           0.0051141,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.023084,           0.0045268,                   0,             0.96998,             0.98106,             0.98503,             0.54571,            0.026315,           0.0051582,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,             0.02352,           0.0046356,                   0,             0.97014,             0.98485,             0.98613,             0.54682,            0.026104,           0.0051117,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.024124,           0.0045214,                   0,              0.9664,             0.98106,             0.98516,             0.54864,            0.025687,           0.0050913,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.023429,           0.0044687,                   0,             0.97014,             0.98485,             0.98629,             0.55313,            0.025584,           0.0050447,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.022977,            0.004572,                   0,             0.98053,              0.9697,             0.98541,             0.54405,            0.026378,           0.0050722,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.024145,            0.004561,                   0,             0.98454,             0.97348,             0.98649,             0.54318,            0.026019,           0.0050926,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,             0.02294,           0.0045025,                   0,             0.98076,             0.97348,             0.98555,             0.54759,            0.025649,           0.0051228,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.023906,           0.0046288,                   0,             0.98093,             0.98485,             0.99086,              0.5445,            0.026135,           0.0051049,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.022949,           0.0047073,                   0,             0.97358,             0.97725,             0.98508,             0.54394,            0.026229,           0.0051236,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.023008,           0.0045904,                   0,             0.97013,             0.98485,             0.98646,             0.54339,            0.026042,           0.0051231,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.022683,           0.0042718,                   0,             0.97014,             0.98485,             0.98656,             0.54258,            0.026253,           0.0051381,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,             0.02348,           0.0043234,                   0,             0.97378,             0.98481,             0.98664,             0.55131,            0.025178,           0.0050809,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.023305,           0.0045822,                   0,             0.97378,             0.98481,             0.98645,             0.55135,            0.025598,            0.005087,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.023326,           0.0043078,                   0,             0.96629,             0.97727,             0.98192,             0.54176,            0.025884,           0.0051326,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.023071,            0.004508,                   0,             0.97387,             0.98864,             0.99233,             0.54868,            0.025639,           0.0050953,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.022467,           0.0044808,                   0,             0.97014,             0.98485,             0.98645,             0.54643,            0.025692,           0.0050819,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.022883,           0.0044965,                   0,             0.97355,             0.97727,             0.98496,             0.55016,            0.025983,           0.0050639,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.022699,           0.0043413,                   0,             0.97727,             0.97726,             0.98481,             0.54377,              0.0262,           0.0051099,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,            0.022776,           0.0043912,                   0,             0.98473,             0.97718,             0.98658,             0.55519,            0.025648,           0.0050676,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.021937,           0.0042106,                   0,             0.97001,             0.98106,               0.985,             0.55247,            0.025904,           0.0050748,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,             0.02198,           0.0043671,                   0,             0.97356,             0.97727,             0.98505,             0.55433,            0.025484,           0.0050771,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,             0.02231,           0.0044709,                   0,             0.97348,             0.97317,             0.98276,             0.54877,            0.025689,           0.0050893,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.022293,           0.0043448,                   0,             0.97348,             0.97345,              0.9827,             0.53978,            0.025625,           0.0051124,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,             0.02295,           0.0043366,                   0,             0.97716,             0.97348,             0.98487,             0.54553,            0.025631,            0.005097,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.022071,           0.0043497,                   0,             0.97015,             0.98485,              0.9864,              0.5441,             0.02591,           0.0050962,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,            0.022731,           0.0046401,                   0,             0.96639,             0.98106,             0.98473,             0.54573,            0.026045,           0.0051211,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,            0.022276,           0.0044191,                   0,              0.9664,             0.98106,              0.9847,             0.54967,             0.02583,           0.0050874,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.021815,           0.0045304,                   0,             0.96641,             0.98106,              0.9847,              0.5467,            0.025772,           0.0050767,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.022008,           0.0043188,                   0,             0.96642,             0.98106,             0.98467,             0.54463,            0.025669,           0.0050943,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,            0.022497,           0.0043116,                   0,             0.96269,             0.97727,             0.98027,             0.54648,            0.025487,           0.0050762,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.022285,           0.0045064,                   0,             0.96641,             0.98106,             0.98447,             0.54692,            0.025476,           0.0050706,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,            0.022587,           0.0044572,                   0,             0.96642,             0.98104,             0.98446,             0.54582,            0.026005,           0.0050987,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,             0.02263,           0.0043242,                   0,             0.96642,             0.98106,             0.98467,             0.54674,            0.025868,           0.0051369,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.022482,           0.0043286,                   0,             0.97358,             0.97701,             0.98531,             0.54869,            0.025685,            0.005155,                   0,            0.001316,            0.001316,            0.001316
                 266,            0.022378,           0.0044805,                   0,              0.9591,             0.97727,             0.98115,             0.54266,            0.025735,           0.0051466,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,            0.022238,           0.0043979,                   0,             0.96642,             0.98105,             0.98464,             0.54755,            0.025843,           0.0051391,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.022028,           0.0043697,                   0,             0.96642,             0.98106,              0.9848,             0.55055,            0.025819,           0.0051344,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.021826,           0.0045438,                   0,             0.96642,             0.98105,              0.9851,             0.54401,            0.026122,           0.0051279,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.021795,            0.004496,                   0,             0.96642,             0.98105,               0.985,              0.5426,            0.026274,           0.0051687,                   0,            0.001235,            0.001235,            0.001235
                 271,            0.021568,           0.0044473,                   0,             0.96642,             0.98103,             0.98507,             0.53966,            0.026086,           0.0051618,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,            0.021759,           0.0045887,                   0,             0.96642,             0.98104,             0.98494,             0.54982,            0.025339,           0.0051721,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,              0.0215,           0.0044654,                   0,             0.97015,             0.98484,             0.98649,             0.54698,            0.025837,            0.005204,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.022142,            0.004298,                   0,              0.9735,             0.97727,             0.98497,             0.54292,            0.025795,           0.0051794,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.022008,           0.0044058,                   0,             0.96981,             0.97342,             0.98055,              0.5466,            0.025912,           0.0051816,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.022127,           0.0045217,                   0,             0.96981,             0.97344,             0.98206,             0.54035,            0.025979,            0.005184,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.021677,           0.0043921,                   0,             0.96269,             0.97726,             0.98144,             0.55121,            0.026049,           0.0051466,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,            0.021217,           0.0042998,                   0,             0.96598,              0.9697,             0.97577,             0.55248,            0.026159,           0.0051529,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.022153,           0.0042909,                   0,             0.96267,             0.97727,             0.98144,             0.54693,            0.026242,           0.0051487,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.021782,            0.004509,                   0,             0.97365,             0.98106,             0.98677,             0.55131,            0.025955,           0.0051349,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.021788,           0.0042642,                   0,             0.97014,             0.98485,             0.98685,             0.55013,             0.02581,           0.0051161,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,             0.02142,           0.0045832,                   0,             0.97728,             0.98106,             0.98683,             0.54954,            0.025829,           0.0051299,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,            0.021799,           0.0044357,                   0,             0.97727,             0.98106,             0.98678,             0.55125,            0.025917,           0.0051527,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,            0.021946,           0.0045342,                   0,             0.97345,             0.97727,              0.9846,             0.55225,            0.026051,           0.0051218,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.022402,           0.0042946,                   0,             0.97368,             0.98098,              0.9865,             0.55091,              0.0263,           0.0051633,                   0,            0.001063,            0.001063,            0.001063
                 286,            0.021267,            0.004366,                   0,             0.97732,             0.98106,             0.98663,             0.55023,            0.025996,            0.005147,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.021494,           0.0043506,                   0,             0.96986,             0.97727,             0.98516,             0.55632,            0.025874,           0.0051101,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,            0.021118,           0.0043298,                   0,             0.97354,             0.97727,             0.98531,             0.55434,            0.025863,           0.0051232,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.022163,           0.0044501,                   0,             0.97358,             0.97723,             0.98501,              0.5536,            0.025986,           0.0051552,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,            0.021677,           0.0044528,                   0,             0.96629,             0.97726,             0.98155,             0.55336,            0.025962,           0.0051641,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,            0.021898,           0.0045704,                   0,             0.97712,             0.98106,              0.9865,              0.5457,            0.025745,           0.0051418,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.021785,           0.0044516,                   0,             0.97358,             0.98106,             0.98643,             0.54723,            0.025623,           0.0051647,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.021486,           0.0042857,                   0,             0.97013,             0.98485,              0.9865,              0.5467,            0.025923,           0.0051662,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.021034,           0.0043372,                   0,             0.97013,             0.98485,             0.98646,             0.54226,            0.026245,           0.0051766,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.022077,           0.0043648,                   0,             0.97013,             0.98485,             0.98638,             0.54529,            0.026351,           0.0051685,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,            0.021691,           0.0043732,                   0,             0.97735,             0.98106,             0.98662,             0.54688,            0.026261,           0.0051637,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,             0.02154,           0.0043838,                   0,             0.97374,             0.98485,             0.98639,             0.54612,            0.026051,           0.0051357,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,            0.021192,           0.0043829,                   0,             0.97369,             0.98485,             0.98656,             0.54526,            0.026227,           0.0051748,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.021695,           0.0043743,                   0,                0.97,             0.98106,             0.98501,             0.54416,            0.026349,           0.0051819,                   0,            0.001001,            0.001001,            0.001001
